,Date,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),TOTALDEMAND,PRICECATEGORY
160,2021-10-06,9.7,15.1,12.0,3.6,0.3,180.0,67.0,0:33,14.5,78.0,8,157.5,30,1009.5,14.3,71,7.0,112.5,11,1009.8,6516.17,1
161,2021-11-06,6.8,15.0,0.4,0.4,1.3,292.5,22.0,23:37,7.9,100.0,7,0.0,6,1016.0,14.6,80,7.0,202.5,7,1013.7,6784.83,1
162,2021-12-06,7.4,16.5,9.4,0.4,1.0,292.5,33.0,12:32,12.7,85.0,7,292.5,7,1014.4,15.5,61,7.0,270.0,11,1014.0,6062.58,1
163,2021-06-13,10.9,15.9,0.0,1.4,0.7,337.5,17.0,10:49,11.7,86.0,7, ,9,1018.8,14.3,69,7.0,180.0,6,1016.8,6112.1,1
164,2021-06-14,9.7,16.4,0.0,1.4,1.6,112.5,15.0,16:16,11.0,89.0,7,22.5,7,1018.0,15.9,57,6.0,157.5,6,1015.5,6366.51,1
165,2021-06-15,7.0,15.6,0.0,0.8,0.0,0.0,24.0,17:27,8.5,89.0,7,22.5,7,1017.5,15.0,60,7.0,22.5,9,1014.5,6927.87,1
166,2021-06-16,8.3,16.0,1.8,2.2,2.9,337.5,41.0,12:56,11.5,88.0,7,22.5,13,1011.4,15.4,60,7.0,0.0,15,1008.1,7031.11,1
167,2021-06-17,7.8,12.9,0.8,1.0,2.6,0.0,20.0,7:03,9.4,83.0,7,0.0,9,1010.5,12.4,70,7.0,0.0,4,1008.8,7286.57,1
168,2021-06-18,6.1,13.2,1.6,1.8,0.1,202.5,26.0,13:15,9.4,100.0,7,180.0,2,1012.6,12.5,98,7.0,202.5,9,1014.4,6838.24,1
169,2021-06-19,9.1,16.2,2.2,1.6,4.0,135.0,28.0,10:38,11.4,100.0,7,180.0,6,1024.5,13.4,86,6.0,202.5,13,1025.1,6263.41,1
170,2021-06-20,5.2,14.5,0.0,0.0,6.9,135.0,20.0,10:40,9.1,100.0,1,90.0,4,1027.8,13.8,69,2.0, ,13,1025.4,6628.57,1
171,2021-06-21,3.9,15.4,0.2,0.4,9.1,0.0,26.0,12:22,6.3,94.0,1,45.0,7,1028.7,14.6,51,1.0,0.0,15,1025.8,7247.87,1
172,2021-06-22,3.7,16.3,0.0,2.0,1.9,22.5,28.0,13:37,5.6,91.0,7,22.5,6,1029.6,14.4,56,7.0,22.5,13,1026.2,7162.85,1
173,2021-06-23,5.6,15.3,0.0,2.7,2.1,0.0,46.0,10:33,13.9,63.0,8,0.0,9,1019.4,14.8,67,7.0,0.0,17,1012.5,7077.89,1
174,2021-06-24,9.8,16.7,0.0,1.0,5.2,0.0,41.0,12:07,12.6,85.0,1,0.0,6,1007.2,15.3,54,7.0,0.0,17,1004.9,6787.77,1
175,2021-06-25,10.6,13.2,0.6,2.4,0.3,0.0,37.0,0:05,11.0,88.0,7,0.0,13,1010.3,12.6,94,7.0, ,13,1011.1,6855.19,1
176,2021-06-26,10.0,13.4,5.6,0.2,4.6,337.5,28.0,22:26,10.5,79.0,3,270.0,9,1019.9,12.4,56,3.0,247.5,9,1020.1,6404.33,1
177,2021-06-27,9.7,15.3,0.0,2.4,4.9,337.5,26.0,1:43,10.9,81.0,5,0.0,11,1025.9,13.6,75,5.0,202.5,9,1027.0,6381.64,1
178,2021-06-28,6.4,15.1,0.0,1.4,9.0,337.5,24.0,12:27,7.8,97.0,1,22.5,7,1032.8,14.6,53,1.0,22.5,9,1031.0,7214.06,1
179,2021-06-29,4.2,16.7,0.0,2.2,8.8,337.5,43.0,14:12,6.8,88.0,1,45.0,2,1032.5,16.2,55,2.0,0.0,19,1029.4,6950.26,1
180,2021-06-30,5.5,16.9,0.0,1.2,6.8,0.0,39.0,14:04,11.3,79.0,1,22.5,9,1026.8,16.8,57,1.0,0.0,19,1022.6,6648.79,1
181,2021-01-07,10.5,17.2,0.0,1.4,8.9,337.5,35.0,12:17,12.3,86.0,1,0.0,11,1022.3,16.6,58,1.0,0.0,20,1019.1,6752.13,1
182,2021-02-07,9.7,14.5,0.2,2.8,1.7,0.0,43.0,15:02,12.7,83.0,6,0.0,9,1014.6,14.4,72,7.0,0.0,22,1010.4,6851.32,1
183,2021-03-07,6.6,10.6,6.6,2.8,4.5,0.0,43.0,13:45,7.9,75.0,5,0.0,19,1016.3,9.8,63,5.0,337.5,22,1014.9,6972.85,1
184,2021-04-07,6.5,13.1,0.2,1.2,3.5,337.5,46.0,14:32,7.7,79.0,3,0.0,20,1016.4,12.2,67,7.0,315.0,17,1015.3,6849.08,1
185,2021-05-07,4.6,13.1,0.4,1.6,1.9,202.5,22.0,12:47,6.8,82.0,7,45.0,9,1022.7,12.7,66,7.0,225.0,7,1021.5,7629.77,1
186,2021-06-07,6.7,13.2,0.0,1.0,0.6,315.0,20.0,3:16,8.7,74.0,7,0.0,9,1023.4,12.9,55,7.0,337.5,11,1022.2,7281.69,1
190,2021-10-07,3.2,14.2,0.0,0.8,6.6,45.0,15.0,10:33,5.0,100.0,7,22.5,6,1024.4,12.1,80,1.0,202.5,9,1024.4,6825.14,1
191,2021-11-07,5.0,16.1,0.0,0.8,5.7,0.0,43.0,13:34,6.5,100.0,3,22.5,13,1025.9,14.4,52,7.0,0.0,20,1022.2,6511.44,1
192,2021-12-07,5.9,16.1,0.0,3.0,5.1,0.0,50.0,12:55,11.4,71.0,7,0.0,13,1018.1,15.8,44,1.0,0.0,24,1013.6,7095.0,1
193,2021-07-13,8.9,14.4,0.4,2.4,2.4,0.0,37.0,11:20,10.7,84.0,7,0.0,11,1014.2,13.8,69,7.0,0.0,19,1011.7,7174.57,1
194,2021-07-14,9.8,13.9,2.2,3.0,0.5,0.0,44.0,5:56,10.3,84.0,7,0.0,13,1005.0,13.4,73,7.0,0.0,24,1000.8,7175.95,1
195,2021-07-15,10.0,17.1,3.0,1.6,7.0,0.0,43.0,12:40,12.3,84.0,5,0.0,17,1000.0,16.4,67,4.0,0.0,22,996.6,6715.55,1
196,2021-07-16,10.9,15.2,0.2,0.8,2.4,337.5,41.0,12:08,11.1,75.0,7,0.0,17,989.7,13.8,60,5.0,292.5,6,989.0,6745.77,1
197,2021-07-17,7.6,13.7,0.2,2.8,0.8,337.5,33.0,7:56,8.7,67.0,7,0.0,13,992.8,13.2,66,7.0,270.0,11,996.7,6486.18,1
198,2021-07-18,8.5,14.2,4.2,1.0,3.0,292.5,28.0,1:03,10.4,83.0,3,315.0,9,1014.5,13.0,65,7.0,225.0,7,1015.1,6759.22,1
199,2021-07-19,9.1,13.0,0.0,1.8,2.9,337.5,31.0,14:00,10.4,72.0,7,0.0,13,1016.2,12.2,72,7.0,0.0,11,1012.5,7130.82,1
200,2021-07-20,9.9,11.4,0.6,2.2,0.3,225.0,54.0,17:18,10.8,80.0,7,0.0,13,1005.2,8.6,86,8.0,202.5,13,1007.4,7556.79,1
201,2021-07-21,6.5,13.6,10.8,1.6,2.8,247.5,31.0,0:37,8.9,80.0,7,270.0,6,1020.5,12.0,69,6.0,247.5,7,1019.0,7391.37,1
202,2021-07-22,5.1,11.8,0.6,2.6,0.1,337.5,46.0,14:11,7.8,88.0,7,0.0,17,1015.8,10.5,66,7.0,0.0,22,1010.7,7536.62,1
203,2021-07-23,7.8,11.3,0.0,0.6,1.5,0.0,31.0,1:36,8.2,80.0,7,0.0,7,1006.8,10.9,64,7.0,0.0,13,1003.6,7329.83,1
204,2021-07-24,7.5,14.4,0.0,1.4,3.4,337.5,48.0,14:46,9.5,78.0,7,0.0,19,998.2,13.9,53,5.0,337.5,19,995.3,6492.94,1
205,2021-07-25,5.8,13.0,0.8,3.6,7.2,337.5,48.0,14:35,8.1,60.0,1,315.0,19,1003.6,12.5,47,7.0,315.0,13,1004.8,6817.65,1
206,2021-07-26,8.1,16.4,0.0,1.0,2.9,337.5,43.0,10:41,12.4,75.0,7,0.0,13,1010.9,15.8,62,7.0,337.5,20,1009.7,6763.92,1
207,2021-07-27,10.1,17.1,0.0,3.4,4.3,0.0,67.0,21:40,11.1,67.0,2,0.0,19,1011.1,16.4,48,7.0,0.0,26,1003.7,6646.82,1
208,2021-07-28,11.1,16.8,0.0,5.4,4.7,337.5,50.0,5:28,14.3,70.0,6,0.0,13,998.2,12.0,65,7.0,292.5,11,998.4,7125.58,1
209,2021-07-29,6.7,15.4,0.8,3.4,7.8,337.5,41.0,14:41,8.7,67.0,6,337.5,19,1013.5,14.9,52,1.0,337.5,17,1013.5,6990.16,1
210,2021-07-30,8.0,14.9,0.0,2.6,6.4,0.0,61.0,22:32,9.9,59.0,1,22.5,19,1015.1,13.6,49,7.0,0.0,26,1011.0,6684.48,1
211,2021-07-31,9.9,18.1,0.0,7.0,6.3,0.0,54.0,1:23,13.1,54.0,1,0.0,20,1006.1,17.1,48,6.0,0.0,22,1002.0,6018.75,1
212,2021-01-08,8.0,15.7,18.0,6.8,9.0,337.5,30.0,12:08,11.1,72.0,1,315.0,9,1010.6,14.6,42,3.0,270.0,9,1011.5,6526.06,1
213,2021-02-08,6.5,15.4,0.0,2.8,9.1,0.0,50.0,13:45,10.2,67.0,1,22.5,15,1016.2,15.2,43,3.0,337.5,24,1011.5,6914.27,1
214,2021-03-08,8.7,14.5,4.8,2.6,4.1,337.5,35.0,12:23,10.6,77.0,2,0.0,9,1008.1,13.3,53,6.0,292.5,15,1007.7,7197.61,1
215,2021-04-08,7.8,14.5,0.6,1.8,3.4,247.5,31.0,12:09,10.2,78.0,7,270.0,11,1016.0,14.3,67,7.0,270.0,9,1015.5,6831.32,1
216,2021-05-08,9.8,15.8,0.4,1.6,3.9,292.5,31.0,14:49,11.8,80.0,7,292.5,11,1021.7,15.2,63,7.0,270.0,15,1020.1,6416.19,1
217,2021-06-08,10.7,14.2,0.2,2.2,0.6,337.5,28.0,20:22,12.1,74.0,7,292.5,9,1024.5,13.9,60,8.0,315.0,13,1023.1,6650.37,1
218,2021-07-08,10.5,15.5,0.0,1.6,2.4,315.0,30.0,6:10,11.2,75.0,7,315.0,11,1026.9,13.2,75,7.0,202.5,11,1026.4,6419.69,1
219,2021-08-08,5.8,16.4,0.6,1.2,5.5,0.0,17.0,8:51,7.2,100.0,1,0.0,11,1032.6,14.6,58,7.0,180.0,6,1029.3,6477.76,1
220,2021-09-08,7.1,16.4,0.0,2.8,2.7,0.0,30.0,13:56,9.1,82.0,7,22.5,9,1028.1,15.1,60,6.0,337.5,19,1023.3,6675.69,1
221,2021-10-08,9.1,17.7,0.0,2.4,8.1,0.0,52.0,11:11,12.4,77.0,6,0.0,19,1022.4,17.5,45,6.0,0.0,24,1017.9,6234.67,1
222,2021-11-08,12.4,19.2,0.0,7.0,3.6,337.5,54.0,13:44,14.4,47.0,5,0.0,28,1012.2,16.7,44,8.0,292.5,17,1009.8,6687.69,1
223,2021-12-08,8.1,16.6,2.8,4.4,4.7,337.5,31.0,10:24,10.6,71.0,7,0.0,11,1025.2,15.4,50,7.0,270.0,13,1024.3,6537.7,1
224,2021-08-13,8.1,17.6,0.0,1.2,10.1,315.0,33.0,13:04,11.8,73.0,1,0.0,15,1026.9,17.1,44,3.0,270.0,9,1025.1,6300.74,1
225,2021-08-14,6.9,18.4,0.0,3.4,7.8,337.5,31.0,15:01,10.9,78.0,1,0.0,11,1028.7,17.3,41,6.0,292.5,13,1025.1,6049.06,1
226,2021-08-15,10.1,19.0,0.0,3.0,9.1,337.5,54.0,13:07,12.1,63.0,3,0.0,17,1024.1,18.3,31,2.0,270.0,22,1019.2,5661.48,1
227,2021-08-16,11.0,14.4,0.2,6.6,2.8,292.5,44.0,12:45,12.2,70.0,7,292.5,13,1022.8,14.2,62,7.0,247.5,17,1022.8,6595.54,1
228,2021-08-17,9.8,13.9,0.4,2.0,3.3,202.5,30.0,11:13,11.0,87.0,7,270.0,9,1025.5,12.7,79,7.0,180.0,15,1024.8,6849.04,1
229,2021-08-18,7.6,15.5,0.6,1.8,1.8,0.0,24.0,14:41,10.4,82.0,7,315.0,9,1026.0,15.1,53,7.0,0.0,13,1021.9,6788.59,1
230,2021-08-19,8.2,17.4,0.0,2.6,8.3,0.0,31.0,15:18,11.6,72.0,5,0.0,13,1023.3,16.7,50,2.0,0.0,17,1019.3,6344.8,1
231,2021-08-20,8.7,17.3,0.8,3.6,3.2,0.0,50.0,14:27,11.3,80.0,6,22.5,11,1016.7,16.7,51,3.0,0.0,28,1012.1,6331.48,1
232,2021-08-21,10.6,20.0,1.0,3.6,10.2,315.0,33.0,11:24,13.9,64.0,0,337.5,13,1015.3,18.9,44,4.0,315.0,13,1013.8,5705.47,1
233,2021-08-22,11.3,22.2,0.0,4.0,10.6,0.0,57.0,14:54,14.6,62.0,1,0.0,20,1014.5,21.6,37,1.0,337.5,37,1007.8,5325.33,1
234,2021-08-23,10.8,14.3,0.8,7.0,5.4,315.0,50.0,0:12,11.2,67.0,3,247.5,11,1011.1,11.7,54,5.0,247.5,9,1012.2,6708.96,1
235,2021-08-24,6.4,13.1,10.4,4.0,6.2,180.0,39.0,9:38,10.8,53.0,7,157.5,17,1021.5,11.7,55,6.0,180.0,17,1021.6,6717.65,1
236,2021-08-25,8.0,14.1,2.2,1.2,5.4,180.0,37.0,16:26,12.1,73.0,3,157.5,15,1023.3,13.4,59,6.0,202.5,17,1021.8,6736.8,1
237,2021-08-26,5.5,12.9,1.2,2.4,1.0,135.0,31.0,12:54,9.2,82.0,7, ,9,1022.7,12.2,55,7.0,157.5,13,1020.3,7126.76,1
238,2021-08-27,4.6,13.6,0.0,1.2,3.8,202.5,15.0,12:18,7.7,88.0,7, ,9,1020.0,12.8,65,7.0,157.5,7,1017.4,6769.89,1
239,2021-08-28,5.3,17.8,0.0,1.6,9.6,0.0,39.0,13:14,9.1,80.0,1,0.0,7,1018.6,17.4,31,3.0,337.5,24,1013.5,5716.32,1
240,2021-08-29,9.1,16.2,0.6,6.4,4.3,22.5,33.0,1:50,10.6,79.0,7,0.0,13,1011.4,12.8,84,7.0,180.0,6,1010.4,6227.89,1
241,2021-08-30,6.4,17.6,4.0,1.4,7.4,337.5,50.0,14:04,11.1,70.0,7,0.0,15,1016.1,16.8,45,1.0,337.5,28,1013.2,6072.91,1
